TITLE,URL,CONTENT
Article 113-8-2,/codes/article_lc/LEGIARTI000042744572,"Sans préjudice de l'application des articles 113-6 à 113-8, la loi pénale française est également applicable à tout crime ou à tout délit puni d'au moins cinq ans d'emprisonnement commis hors du territoire de la République par un étranger dont l'extradition ou la remise a été refusée à l'Etat requérant par les autorités françaises aux motifs, soit que le fait à raison duquel l'extradition avait été demandée est puni d'une peine ou d'une mesure de sûreté contraire à l'ordre public français, soit que la personne réclamée aurait été jugée dans ledit Etat par un tribunal n'assurant pas les garanties fondamentales de procédure et de protection des droits de la défense, soit que le fait considéré revêt le caractère d'infraction politique, soit que l'extradition ou la remise serait susceptible d'avoir, pour la personne réclamée, des conséquences d'une gravité exceptionnelle en raison, notamment, de son âge ou de son état de santé. 
La poursuite des infractions mentionnées au premier alinéa ne peut être exercée qu'à la requête du ministère public."
Article 113-9,/codes/article_lc/LEGIARTI000006417196,"Dans les cas prévus aux articles 113-6 et 113-7, aucune poursuite ne peut être exercée contre une personne justifiant qu'elle a été jugée définitivement à l'étranger pour les mêmes faits et, en cas de condamnation, que la peine a été subie ou prescrite."
Article 113-10,/codes/article_lc/LEGIARTI000006417198,"La loi pénale française s'applique aux crimes et délits qualifiés d'atteintes aux intérêts fondamentaux de la nation et réprimés par le titre Ier du livre IV, à la falsification et à la contrefaçon du sceau de l'Etat, de pièces de monnaie, de billets de banque ou d'effets publics réprimées par les articles 442-1, 442-2, 442-5, 442-15, 443-1 et 444-1 et à tout crime ou délit contre les agents ou les locaux diplomatiques ou consulaires français, commis hors du territoire de la République."
Article 113-11,/codes/article_lc/LEGIARTI000024040268,"Sous réserve des dispositions de l'article 113-9, la loi pénale française est applicable aux crimes et délits commis à bord ou à l'encontre des aéronefs non immatriculés en France ou des personnes se trouvant à bord : 
1° Lorsque l'auteur ou la victime est de nationalité française ; 
2° Lorsque l'appareil atterrit en France après le crime ou le délit ; 
3° Lorsque l'aéronef a été donné en location sans équipage à une personne qui a le siège principal de son exploitation ou, à défaut, sa résidence permanente sur le territoire de la République. 
Dans le cas prévu au 1°, la nationalité de l'auteur ou de la victime de l'infraction est appréciée conformément aux articles 113-6, dernier alinéa, et 113-7."
Article 113-12,/codes/article_lc/LEGIARTI000006417200,"La loi pénale française est applicable aux infractions commises au-delà de la mer territoriale, dès lors que les conventions internationales et la loi le prévoient."
Article 113-13,/codes/article_lc/LEGIARTI000026812306,La loi pénale française s'applique aux crimes et délits qualifiés d'actes de terrorisme et réprimés par le titre II du livre IV commis à l'étranger par un Français ou par une personne résidant habituellement sur le territoire français.
Article 113-14,/codes/article_lc/LEGIARTI000039112046,"Par dérogation au deuxième alinéa de l'article 113-6, la loi pénale française est applicable en toutes circonstances, et la seconde phrase de l'article 113-8 n'est pas applicable, aux infractions suivantes commises à l'étranger par un Français ou par une personne résidant habituellement ou exerçant tout ou partie de son activité économique sur le territoire français, lorsqu'elles portent atteinte aux recettes perçues, aux dépenses exposées ou aux avoirs qui relèvent du budget de l'Union européenne, des budgets des institutions, organes et organismes de l'Union européenne ou des budgets gérés et contrôlés directement par eux : 1° Délits d'escroquerie prévus à la section 1ère du chapitre III du titre Ier du livre III ; 2° Délits d'abus de confiance prévus à la section 1ère du chapitre IV du titre Ier du livre III ; 3° Délits de soustraction, détournement ou destruction de biens prévus aux articles 432-15 et 433-4 ; 4° Délits de corruption prévus aux articles 432-11 et 433-1, ainsi que, sans préjudice de l'article 435-11-2, aux articles 435-1 et 435-3 ; 5° Délits de contrebande, d'importation ou d'exportation frauduleuse prévus à l'article 414-2 du code des douanes ; 6° Délits de blanchiment prévus à la section 1ère du chapitre IV du titre II du livre III des délits mentionnés au présent article. Pour la poursuite de la personne qui s'est rendue coupable sur le territoire français, comme complice, d'une infraction prévue aux 1° à 6° commise à l'étranger et portant atteinte aux intérêts financiers de l'Union européenne mentionnés au premier alinéa du présent article, les conditions prévues à l'article 113-5 ne sont pas applicables."
Article 121-1,/codes/article_lc/LEGIARTI000006417201,Nul n'est responsable pénalement que de son propre fait.
Article 121-2,/codes/article_lc/LEGIARTI000006417204,"Les personnes morales, à l'exclusion de l'Etat, sont responsables pénalement, selon les distinctions des articles 121-4 à 121-7, des infractions commises, pour leur compte, par leurs organes ou représentants. 
Toutefois, les collectivités territoriales et leurs groupements ne sont responsables pénalement que des infractions commises dans l'exercice d'activités susceptibles de faire l'objet de conventions de délégation de service public. 
La responsabilité pénale des personnes morales n'exclut pas celle des personnes physiques auteurs ou complices des mêmes faits, sous réserve des dispositions du quatrième alinéa de l'article 121-3."
Article 121-3,/codes/article_lc/LEGIARTI000006417208,"Il n'y a point de crime ou de délit sans intention de le commettre.
   Toutefois, lorsque la loi le prévoit, il y a délit en cas de mise en danger délibérée de la personne d'autrui.
   Il y a également délit, lorsque la loi le prévoit, en cas de faute d'imprudence, de négligence ou de manquement à une obligation de prudence ou de sécurité prévue par la loi ou le règlement, s'il est établi que l'auteur des faits n'a pas accompli les diligences normales compte tenu, le cas échéant, de la nature de ses missions ou de ses fonctions, de ses compétences ainsi que du pouvoir et des moyens dont il disposait.
   Dans le cas prévu par l'alinéa qui précède, les personnes physiques qui n'ont pas causé directement le dommage, mais qui ont créé ou contribué à créer la situation qui a permis la réalisation du dommage ou qui n'ont pas pris les mesures permettant de l'éviter, sont responsables pénalement s'il est établi qu'elles ont, soit violé de façon manifestement délibérée une obligation particulière de prudence ou de sécurité prévue par la loi ou le règlement, soit commis une faute caractérisée et qui exposait autrui à un risque d'une particulière gravité qu'elles ne pouvaient ignorer.
   Il n'y a point de contravention en cas de force majeure."
Article 121-4,/codes/article_lc/LEGIARTI000006417209,"Est auteur de l'infraction la personne qui :
   1° Commet les faits incriminés ;
   2° Tente de commettre un crime ou, dans les cas prévus par la loi, un délit."
Article 121-5,/codes/article_lc/LEGIARTI000006417210,"La tentative est constituée dès lors que, manifestée par un commencement d'exécution, elle n'a été suspendue ou n'a manqué son effet qu'en raison de circonstances indépendantes de la volonté de son auteur."
Article 121-6,/codes/article_lc/LEGIARTI000006417211,"Sera puni comme auteur le complice de l'infraction, au sens de l'article 121-7."
Article 121-7,/codes/article_lc/LEGIARTI000006417212,"Est complice d'un crime ou d'un délit la personne qui sciemment, par aide ou assistance, en a facilité la préparation ou la consommation.
   Est également complice la personne qui par don, promesse, menace, ordre, abus d'autorité ou de pouvoir aura provoqué à une infraction ou donné des instructions pour la commettre."
Article 122-1,/codes/article_lc/LEGIARTI000029370748,"N'est pas pénalement responsable la personne qui était atteinte, au moment des faits, d'un trouble psychique ou neuropsychique ayant aboli son discernement ou le contrôle de ses actes.

La personne qui était atteinte, au moment des faits, d'un trouble psychique ou neuropsychique ayant altéré son discernement ou entravé le contrôle de ses actes demeure punissable. Toutefois, la juridiction tient compte de cette circonstance lorsqu'elle détermine la peine et en fixe le régime. Si est encourue une peine privative de liberté, celle-ci est réduite du tiers ou, en cas de crime puni de la réclusion criminelle ou de la détention criminelle à perpétuité, est ramenée à trente ans. La juridiction peut toutefois, par une décision spécialement motivée en matière correctionnelle, décider de ne pas appliquer cette diminution de peine. Lorsque, après avis médical, la juridiction considère que la nature du trouble le justifie, elle s'assure que la peine prononcée permette que le condamné fasse l'objet de soins adaptés à son état."
Article 122-1-1,/codes/article_lc/LEGIARTI000045068712,"Le premier alinéa de l'article 122-1 n'est pas applicable si l'abolition temporaire du discernement de la personne ou du contrôle de ses actes au moment de la commission d'un crime ou d'un délit résulte de ce que, dans un temps très voisin de l'action, la personne a volontairement consommé des substances psychoactives dans le dessein de commettre l'infraction ou une infraction de même nature ou d'en faciliter la commission."
Article 122-1-2,/codes/article_lc/LEGIARTI000045068714,"La diminution de peine prévue au second alinéa de l'article 122-1 n'est pas applicable en cas d'altération temporaire du discernement de la personne ou du contrôle de ses actes au moment de la commission d'un crime ou d'un délit lorsque cette altération résulte d'une consommation volontaire, de façon illicite ou manifestement excessive, de substances psychoactives."
Article 122-2,/codes/article_lc/LEGIARTI000006417214,N'est pas pénalement responsable la personne qui a agi sous l'empire d'une force ou d'une contrainte à laquelle elle n'a pu résister.
Article 122-3,/codes/article_lc/LEGIARTI000006417215,"N'est pas pénalement responsable la personne qui justifie avoir cru, par une erreur sur le droit qu'elle n'était pas en mesure d'éviter, pouvoir légitimement accomplir l'acte."
Article 122-4,/codes/article_lc/LEGIARTI000006417216,"N'est pas pénalement responsable la personne qui accomplit un acte prescrit ou autorisé par des dispositions législatives ou réglementaires.
   N'est pas pénalement responsable la personne qui accomplit un acte commandé par l'autorité légitime, sauf si cet acte est manifestement illégal."
Article 122-4-1 (abrogé),,
Article 122-5,/codes/article_lc/LEGIARTI000006417218,"N'est pas pénalement responsable la personne qui, devant une atteinte injustifiée envers elle-même ou autrui, accomplit, dans le même temps, un acte commandé par la nécessité de la légitime défense d'elle-même ou d'autrui, sauf s'il y a disproportion entre les moyens de défense employés et la gravité de l'atteinte.
   N'est pas pénalement responsable la personne qui, pour interrompre l'exécution d'un crime ou d'un délit contre un bien, accomplit un acte de défense, autre qu'un homicide volontaire, lorsque cet acte est strictement nécessaire au but poursuivi dès lors que les moyens employés sont proportionnés à la gravité de l'infraction."
Article 122-6,/codes/article_lc/LEGIARTI000006417219,"Est présumé avoir agi en état de légitime défense celui qui accomplit l'acte :
   1° Pour repousser, de nuit, l'entrée par effraction, violence ou ruse dans un lieu habité ;
   2° Pour se défendre contre les auteurs de vols ou de pillages exécutés avec violence."
Article 122-7,/codes/article_lc/LEGIARTI000006417220,"N'est pas pénalement responsable la personne qui, face à un danger actuel ou imminent qui menace elle-même, autrui ou un bien, accomplit un acte nécessaire à la sauvegarde de la personne ou du bien, sauf s'il y a disproportion entre les moyens employés et la gravité de la menace."
Article 122-8,/codes/article_lc/LEGIARTI000039099354,"Les mineurs capables de discernement sont pénalement responsables des crimes, délits ou contraventions dont ils ont été reconnus coupables, en tenant compte de l'atténuation de responsabilité dont ils bénéficient en raison de leur âge, dans des conditions fixées par le code de la justice pénale des mineurs."
Article 122-9,/codes/article_lc/LEGIARTI000045391764,"N'est pas pénalement responsable la personne qui porte atteinte à un secret protégé par la loi, dès lors que cette divulgation est nécessaire et proportionnée à la sauvegarde des intérêts en cause, qu'elle intervient dans le respect des conditions de signalement définies par la loi et que la personne répond aux critères de définition du lanceur d'alerte prévus à l'article 6 de la loi n° 2016-1691 du 9 décembre 2016 relative à la transparence, à la lutte contre la corruption et à la modernisation de la vie économique.
N'est pas non plus pénalement responsable le lanceur d'alerte qui soustrait, détourne ou recèle les documents ou tout autre support contenant les informations dont il a eu connaissance de manière licite et qu'il signale ou divulgue dans les conditions mentionnées au premier alinéa du présent article.
 Le présent article est également applicable au complice de ces infractions."
Article 130-1,/codes/article_lc/LEGIARTI000029363621,"Afin d'assurer la protection de la société, de prévenir la commission de nouvelles infractions et de restaurer l'équilibre social, dans le respect des intérêts de la victime, la peine a pour fonctions : 
 1° De sanctionner l'auteur de l'infraction ; 
 2° De favoriser son amendement, son insertion ou sa réinsertion."
Article 131-1,/codes/article_lc/LEGIARTI000006417223,"Les peines criminelles encourues par les personnes physiques sont :
   1° La réclusion criminelle ou la détention criminelle à perpétuité ;
   2° La réclusion criminelle ou la détention criminelle de trente ans au plus ;
   3° La réclusion criminelle ou la détention criminelle de vingt ans au plus ;
   4° La réclusion criminelle ou la détention criminelle de quinze ans au plus.
   La durée de la réclusion criminelle ou de la détention criminelle à temps est de dix ans au moins."
Article 131-2,/codes/article_lc/LEGIARTI000006417224,Les peines de réclusion criminelle ou de détention criminelle ne sont pas exclusives d'une peine d'amende et d'une ou de plusieurs des peines complémentaires prévues à l'article 131-10.
Article 131-3,/codes/article_lc/LEGIARTI000038313094,"Les peines correctionnelles encourues par les personnes physiques sont : 
1° L'emprisonnement ; cet emprisonnement peut faire l'objet d'un sursis, d'un sursis probatoire ou d'un aménagement conformément aux dispositions du chapitre II du présent titre ; 
2° La détention à domicile sous surveillance électronique ; 
3° Le travail d'intérêt général ; 
4° L'amende ; 
5° Le jour-amende ; 
6° Les peines de stage ; 
7° Les peines privatives ou restrictives de droits prévues à l'article 131-6 ; 
8° La sanction-réparation. 
Ces peines ne sont pas exclusives des peines complémentaires prévues à l'article 131-10."
Article 131-4,/codes/article_lc/LEGIARTI000006417230,"L'échelle des peines d'emprisonnement est la suivante :
   1° Dix ans au plus ;
   2° Sept ans au plus ;
   3° Cinq ans au plus ;
   4° Trois ans au plus ;
   5° Deux ans au plus ;
   6° Un an au plus ;
   7° Six mois au plus ;
   8° Deux mois au plus."
Article 131-4-1,/codes/article_lc/LEGIARTI000038313082,"Lorsqu'un délit est puni d'une peine d'emprisonnement, la juridiction peut, à la place de l'emprisonnement, prononcer la peine de détention à domicile sous surveillance électronique pendant une durée comprise entre quinze jours et six mois, sans pouvoir excéder la durée de l'emprisonnement encouru. Cette peine emporte pour le condamné l'obligation de demeurer dans son domicile ou tout autre lieu désigné par la juridiction ou le juge de l'application des peines et du port d'un dispositif intégrant un émetteur permettant de vérifier le respect de cette première obligation. Le condamné n'est autorisé à s'absenter de son domicile pendant des périodes déterminées par la juridiction ou le juge de l'application des peines que pour le temps nécessaire à l'exercice d'une activité professionnelle, au suivi d'un enseignement, d'un stage, d'une formation ou d'un traitement médical, à la recherche d'un emploi, à la participation à la vie de famille ou à tout projet d'insertion ou de réinsertion. La juridiction peut décider que le condamné bénéficiera de mesures d'aide ayant pour objet de seconder ses efforts en vue de son reclassement social. En cas de non-respect par le condamné de ses obligations, le juge de l'application des peines peut, selon des modalités précisées par le code de procédure pénale, soit limiter ses autorisations d'absence, soit ordonner son emprisonnement pour la durée de la peine restant à exécuter. 
La juridiction peut également soumettre le condamné à une ou plusieurs des obligations ou interdictions prévues aux articles 132-44 et 132-45."
Article 131-5,/codes/article_lc/LEGIARTI000006417233,"Lorsqu'un délit est puni d'une peine d'emprisonnement, la juridiction peut prononcer une peine de jours-amende consistant pour le condamné à verser au Trésor une somme dont le montant global résulte de la fixation par le juge d'une contribution quotidienne pendant un certain nombre de jours. Le montant de chaque jour-amende est déterminé en tenant compte des ressources et des charges du prévenu ; il ne peut excéder 1 000 euros. Le nombre de jours-amende est déterminé en tenant compte des circonstances de l'infraction ; il ne peut excéder trois cent soixante."
Article 131-5-1,/codes/article_lc/LEGIARTI000044394140,"Lorsqu'un délit est puni d'une peine d'emprisonnement, la juridiction peut, à la place ou en même temps que l'emprisonnement, prescrire que le condamné devra accomplir, pendant une durée ne pouvant excéder un mois, un stage dont elle précise la nature, les modalités et le contenu eu égard à la nature du délit et aux circonstances dans lesquelles il a été commis.
Sauf décision contraire de la juridiction, le stage, dont le coût ne peut excéder celui des amendes contraventionnelles de la 3e classe, est effectué aux frais du condamné.
Le stage est exécuté dans un délai de six mois à compter de la date à laquelle la condamnation est définitive, sauf impossibilité résultant du comportement ou de la situation du condamné.
Les stages que peut prononcer la juridiction sont :
1° Le stage de citoyenneté, tendant à l'apprentissage des valeurs de la République et des devoirs du citoyen ;
2° Le stage de sensibilisation à la sécurité routière ;
3° Le stage de sensibilisation aux dangers de l'usage de produits stupéfiants ;
4° Le stage de responsabilisation pour la prévention et la lutte contre les violences au sein du couple et sexistes ;
5° Le stage de sensibilisation à la lutte contre l'achat d'actes sexuels ;
6° Le stage de responsabilité parentale ;
7° Le stage de lutte contre le sexisme et de sensibilisation à l'égalité entre les femmes et les hommes ;
8° Le stage de sensibilisation à la prévention et à la lutte contre la maltraitance animale."
Article 131-6,/codes/article_lc/LEGIARTI000042193563,"Lorsqu'un délit est puni d'une peine d'emprisonnement, la juridiction peut prononcer, à la place de l'emprisonnement, une ou plusieurs des peines privatives ou restrictives de liberté suivantes :
1° La suspension, pour une durée de cinq ans au plus, du permis de conduire, cette suspension pouvant être limitée, selon des modalités déterminées par décret en Conseil d'Etat, à la conduite en dehors de l'activité professionnelle ; cette limitation n'est toutefois pas possible en cas de délit pour lequel la suspension du permis de conduire, encourue à titre de peine complémentaire, ne peut pas être limitée à la conduite en dehors de l'activité professionnelle ;
2° L'interdiction de conduire certains véhicules pendant une durée de cinq ans au plus ;
3° L'annulation du permis de conduire avec interdiction de solliciter la délivrance d'un nouveau permis pendant cinq ans au plus ;
4° La confiscation d'un ou de plusieurs véhicules appartenant au condamné ;
5° L'immobilisation, pour une durée d'un an au plus, d'un ou de plusieurs véhicules appartenant au condamné, selon des modalités déterminées par décret en Conseil d'Etat ;
5° bis L'interdiction, pendant une durée de cinq ans au plus, de conduire un véhicule qui ne soit pas équipé, par un professionnel agréé ou par construction, d'un dispositif homologué d'anti-démarrage par éthylotest électronique. Lorsque cette interdiction est prononcée en même temps que la peine d'annulation ou de suspension du permis de conduire, elle s'applique, pour la durée fixée par la juridiction, à l'issue de l'exécution de cette peine ;
6° L'interdiction de détenir ou de porter, pour une durée de cinq ans au plus, une arme soumise à autorisation ;
7° La confiscation d'une ou de plusieurs armes dont le condamné est propriétaire ou dont il a la libre disposition ;
8° Le retrait du permis de chasser avec interdiction de solliciter la délivrance d'un nouveau permis pendant cinq ans au plus ;
9° L'interdiction pour une durée de cinq ans au plus d'émettre des chèques autres que ceux qui permettent le retrait de fonds par le tireur auprès du tiré ou ceux qui sont certifiés et d'utiliser des cartes de paiement ;
10° La confiscation de la chose qui a servi ou était destinée à commettre l'infraction ou de la chose qui en est le produit. Toutefois, cette confiscation ne peut pas être prononcée en matière de délit de presse ;
11° L'interdiction pour une durée de cinq ans au plus d'exercer une activité professionnelle ou sociale dès lors que les facilités que procure cette activité ont été sciemment utilisées pour préparer ou commettre l'infraction. Cette interdiction n'est toutefois pas applicable à l'exercice d'un mandat électif ou de responsabilités syndicales. Elle n'est pas non plus applicable en matière de délit de presse ;
12° L'interdiction, pour une durée de trois ans au plus, de paraître dans certains lieux ou catégories de lieux déterminés par la juridiction et dans lesquels l'infraction a été commise ;
13° L'interdiction, pour une durée de trois ans au plus, de fréquenter certains condamnés spécialement désignés par la juridiction, notamment les auteurs ou complices de l'infraction ;
14° L'interdiction, pour une durée de trois ans au plus, d'entrer en relation avec certaines personnes spécialement désignées par la juridiction, notamment la victime de l'infraction ;
15° L'interdiction, pour une durée de cinq ans au plus, d'exercer une profession commerciale ou industrielle, de diriger, d'administrer, de gérer ou de contrôler à un titre quelconque, directement ou indirectement, pour son propre compte ou pour le compte d'autrui, une entreprise commerciale ou industrielle ou une société commerciale.
Lorsqu'un délit est puni d'une peine d'emprisonnement, la juridiction peut prononcer, à la place de ou en même temps que la peine d'emprisonnement, une ou plusieurs des peines privatives ou restrictives de liberté prévues aux 6°, 7°, 10°, 12°, 13° et 14°."
Article 131-7,/codes/article_lc/LEGIARTI000006417240,"Les peines privatives ou restrictives de droits énumérées à l'article 131-6 peuvent également être prononcées, à la place de l'amende, pour les délits qui sont punis seulement d'une peine d'amende."
Article 131-8,/codes/article_lc/LEGIARTI000038313038,"Lorsqu'un délit est puni d'une peine d'emprisonnement, la juridiction peut prescrire, à la place de l'emprisonnement, que le condamné accomplira, pour une durée de vingt à quatre cents heures, un travail d'intérêt général non rémunéré au profit soit d'une personne morale de droit public, soit d'une personne morale de droit privé chargée d'une mission de service public ou d'une association habilitées à mettre en oeuvre des travaux d'intérêt général. 
Lorsque le prévenu est présent à l'audience, la peine de travail d'intérêt général ne peut être prononcée si celui-ci la refuse. Le président du tribunal, avant le prononcé du jugement, informe le prévenu de son droit de refuser l'accomplissement d'un travail d'intérêt général et reçoit sa réponse. Lorsque le prévenu n'est pas présent à l'audience mais y est représenté par son avocat, cette peine peut être prononcée s'il a fait connaître par écrit son accord. Lorsque le prévenu n'est pas présent à l'audience et n'a pas fait connaître son accord, cette peine ne peut être prononcée que si le tribunal fait application des dispositions du deuxième alinéa de l'article 131-9. Dans ce cas, avant la mise à exécution de la peine de travail d'intérêt général, le juge de l'application des peines informe le condamné de son droit de refuser l'accomplissement d'un travail et reçoit sa réponse. En cas de refus, tout ou partie de l'emprisonnement ou de l'amende fixée par la juridiction peut être mis à exécution, dans les conditions prévues à l'article 712-6 du code de procédure pénale, sous réserve, s'il y a lieu, des possibilités d'aménagement ou de conversion."
Article 131-8-1,/codes/article_lc/LEGIARTI000006417244,"Lorsqu'un délit est puni d'une peine d'emprisonnement, la juridiction peut prononcer, à la place ou en même temps que la peine d'emprisonnement, la peine de sanction-réparation. Il en est de même lorsqu'un délit est puni à titre de peine principale d'une seule peine d'amende. 
La sanction-réparation consiste dans l'obligation pour le condamné de procéder, dans le délai et selon les modalités fixés par la juridiction, à l'indemnisation du préjudice de la victime. 
Avec l'accord de la victime et du prévenu, la réparation peut être exécutée en nature. Elle peut alors consister dans la remise en état d'un bien endommagé à l'occasion de la commission de l'infraction ; cette remise en état est réalisée par le condamné lui-même ou par un professionnel qu'il choisit et dont il rémunère l'intervention. 
L'exécution de la réparation est constatée par le procureur de la République ou son délégué. 
Lorsqu'elle prononce la peine de sanction-réparation, la juridiction fixe la durée maximum de l'emprisonnement, qui ne peut excéder six mois, ou le montant maximum de l'amende, qui ne peut excéder 15 000 euros, dont le juge de l'application des peines pourra ordonner la mise à exécution en tout ou partie dans les conditions prévues par l'article 712-6 du code de procédure pénale si le condamné ne respecte pas l'obligation de réparation. Si le délit n'est puni que d'une peine d'amende, la juridiction ne fixe que le montant de l'amende, qui ne peut excéder 15 000 euros, qui pourra être mis à exécution. Le président de la juridiction en avertit le condamné après le prononcé de la décision."
